z (m),u (m/s),V (1/s),T (K),rho (kg/m3),H2,H,O,O2,OH,H2O,HO2,H2O2,C,CH,CH2,CH2(S),CH3,CH4,CO,CO2,HCO,CH2O,CH2OH,CH3O,CH3OH,C2H,C2H2,C2H3,C2H4,C2H5,C2H6,HCCO,CH2CO,HCCOH,N,NH,NH2,NH3,NNH,NO,NO2,N2O,HNO,CN,HCN,H2CN,HCNN,HCNO,HOCN,HNCO,NCO,N2,AR,C3H7,C3H8,CH2CHO,CH3CHO
0.0,1.4730956492867766,1.0010685928696708e-18,300.0,0.651688843467021,1.3726199394480374e-13,-4.3203077184976576e-15,-5.6177739800390361e-21,1.8752842679170371e-20,1.4067555608256942e-15,5.0610598384705257e-17,-4.8370349079796377e-20,-3.9928141450936916e-17,8.2463070640227493e-16,6.8886478216942926e-16,-1.7054822000033877e-16,-5.4938949629978329e-15,-3.029163179287229e-16,0.999999999999865,-8.3365252956373644e-16,4.6789913035496431e-19,1.8918448753172039e-21,-3.4615471843733945e-18,-5.9048804706732257e-27,-1.646148919085429e-18,6.3269979343928657e-16,-5.294817749659679e-20,-6.3115588220448764e-17,3.5071738448395787e-15,5.5597276335958096e-17,-2.5211857550529963e-18,-5.2961894627891837e-19,-8.2161316931879294e-23,-7.8535625576706546e-16,3.2069589527055026e-18,2.087211348777494e-15,-1.4513534501877758e-16,5.726574820349598e-17,-1.3298652304291995e-18,-4.2516876350644957e-40,8.4143722392823891e-16,-1.47573447920494e-18,-1.7742038657608823e-17,-2.1245839897980935e-16,3.5354994714057649e-20,-8.9748956205772395e-16,-2.2437336081016892e-19,9.8998863593018794e-19,-9.6735821948291195e-18,2.6056391141946038e-19,2.214112521414037e-21,-1.4358493283928449e-24,8.4600588934295269e-16,-1.1827373235115818e-19,-4.9474248340337197e-22,-1.0265266108903822e-16,1.0980846470368748e-19,4.121238110292842e-17
0.00042553191489361702,1.4649254393395754,19.199993379416512,299.99999999999875,0.6516888434663634,1.2962216471464622e-12,-3.6831911309317666e-15,-5.4317445329021042e-21,1.217867763103274e-19,2.5116705367185296e-17,1.4573332442082727e-15,-4.8366665117244255e-20,-3.9928140227356608e-17,8.2463073715056777e-16,1.0280649829626777e-21,-1.7012798799438449e-16,-1.1605535363630838e-20,-8.5571133767873996e-15,0.99999999999870803,-8.3306481572637749e-16,4.8647287757009161e-19,1.8917571109059231e-21,-3.4615198954863046e-18,-5.6248735451378335e-27,-1.6460459261868096e-18,6.3269969567559326e-16,-5.2950287790505868e-20,-6.3112407265772309e-17,2.1598749934118648e-15,2.1119361380926125e-15,-2.5211854727785836e-18,-5.2931817278927776e-19,-7.6946991388629277e-23,-7.8535626347925839e-16,3.2069592172349838e-18,2.0872114455479376e-15,-1.451353408396813e-16,5.7265751647182916e-17,-1.3297865550115689e-18,-1.244936913073072e-38,8.4143774890183396e-16,-1.4757363780281459e-18,-1.7742039537383094e-17,-2.1245839998812273e-16,3.535558033925014e-20,-8.974895732316245e-16,-2.2446635690021167e-19,9.8998861769219162e-19,-9.673581263258058e-18,2.6056391722909614e-19,2.2166166910296848e-21,-1.4368411321251903e-24,8.5368807518821021e-16,-1.1827373258580369e-19,-4.947420109045469e-22,-1.0265266144480009e-16,1.0982152560121237e-19,4.1212381133709273e-17
0.00085106382978723403,1.4404148095074589,38.399986758872735,300.0000000000008,0.6516888434601161,1.2252453248309211e-11,-3.6605185746594977e-15,-5.2443795246174139e-21,3.0751137659622462e-18,4.4143300426487045e-19,1.5758906292215822e-15,-4.8260640003868135e-20,-3.9928107476052184e-17,8.2463076914571019e-16,1.5303625986489266e-27,-1.6970146075126713e-16,-2.4120325425514913e-26,-7.701253925967808e-15,0.99999999998775047,-8.1597120917164547e-16,1.1796622379729272e-18,1.8916779758752782e-21,-3.4604492738870225e-18,-5.7026204413674902e-27,-1.6459387668268983e-18,6.3269972041185152e-16,-5.2952426835066771e-20,-6.2995287983404495e-17,1.3215943757914585e-15,2.9505452464208859e-15,-2.5211827392023366e-18,-5.190953510902294e-19,-7.1576956740735015e-23,-7.8535601639755903e-16,3.2069671346312144e-18,2.0872115460680506e-15,-1.451353355810857e-16,5.7265787562239891e-17,-1.3274818061091861e-18,-1.2627549900535878e-38,8.414529833904199e-16,-1.4757089977682886e-18,-1.7742039767389179e-17,-2.1245840055740174e-16,3.5356176213148391e-20,-8.9748936331344934e-16,-2.24562728371764e-19,9.8998859922885013e-19,-9.6735444211125467e-18,2.6056413972956313e-19,2.3214033484116426e-21,-1.4378409388590619e-24,1.0751950387945068e-15,-1.1827373282148108e-19,-4.9471891437909314e-22,-1.0265266038632471e-16,1.0983503935747491e-19,4.1212383110372261e-17
0.001276595744680851,1.399563759891101,57.599980138511178,300.00000000003951,0.6516888434019024,1.1427678934607798e-10,-3.6189563534616784e-15,-4.970479417810286e-21,8.6361226326874028e-17,7.5501447613584707e-21,4.2106183566617703e-15,-4.525591998473057e-20,-3.9927177503920706e-17,8.246308013452877e-16,2.0192558437690091e-29,-1.6926334812920461e-16,-5.2057100304629388e-32,-7.1853661636372895e-15,0.99999999988571642,-3.2684507732260508e-16,2.6628870432134458e-17,1.8919733870580017e-21,-3.4191874570797e-18,-5.4772595966747988e-27,-1.6457362027914052e-18,6.3270459116353095e-16,-5.2954598221926133e-20,-5.8800460226630314e-17,7.9972305612493759e-16,3.4745417062164428e-15,-2.5210833747814438e-18,-1.1339029411145253e-19,-6.4325178338467451e-23,-7.8534470213360793e-16,3.2073072684177642e-18,2.087211650004911e-15,-1.4513531157706401e-16,5.7266432407658931e-17,-1.2610521355037075e-18,-1.6790503258245848e-38,8.4189021047742604e-16,-1.4747081575174239e-18,-1.7742015406772472e-17,-2.1245838845391398e-16,3.5356791398644261e-20,-8.9748041735889868e-16,-2.2466237451803899e-19,9.8998857985474927e-19,-9.6721820265904977e-18,2.6057236083929563e-19,6.2017946283299359e-21,-1.4384571923885018e-24,7.3589348168967669e-15,-1.1827373305032477e-19,-4.9356494910220061e-22,-1.0265258834737064e-16,1.0986298081797365e-19,4.1212470114382761e-17
0.0017021276595744681,1.3423722913665903,76.79997352027317,300.00000000100721,0.6516888428722655,1.0402752610546448e-09,-3.4602381727788863e-15,-2.9926996385525705e-21,2.3708447716015316e-15,1.2259269362240889e-22,7.641007833864275e-14,3.756961498832107e-20,-3.990142476902098e-17,8.2463081581702088e-16,1.9903963198507467e-29,-1.6880744027771263e-16,-3.3079703829368232e-33,-6.8643993396277888e-15,0.99999999895945457,1.32862197257498e-14,9.3517487206761634e-16,1.9062022870173123e-21,-1.8729303090284926e-18,6.448004922569302e-27,-1.6420587851195893e-18,6.3289356500502816e-16,-5.2956614703158587e-20,8.7254511402158044e-17,4.760413587749492e-16,3.8687373795027537e-15,-2.5172543518169513e-18,1.5647464305397908e-17,-1.7397449118697247e-23,-7.8486633681778741e-16,3.22166707928587e-18,2.0872117550538488e-15,-1.4513495333198174e-16,5.7278188279034616e-17,6.0123359130469927e-19,-1.2587664694702301e-37,8.5409726564316432e-16,-1.4422731743863491e-18,-1.7741105188380928e-17,-2.1245802389526821e-16,3.53574754089004e-20,-8.9713671280544223e-16,-2.2475729792210392e-19,9.8998855105372035e-19,-9.6232569124172446e-18,2.6086758423856123e-19,1.455565126268806e-19,-1.4253589486004362e-24,1.807396266778322e-13,-1.1827373316619163e-19,-4.3748647184188607e-22,-1.0264905820535618e-16,1.104907666981035e-19,4.1216167847080144e-17
0.0021276595744680851,1.268840411183612,95.999966931886476,300.00000002440015,0.651688838209288,9.1392653622712883e-09,-2.5911403854252691e-15,3.084519400305937e-20,6.2565482729326795e-14,2.0101903322172869e-23,1.9773116284258262e-12,2.2339274063735872e-18,-3.9217895718146522e-17,8.2463048487690857e-16,1.9194129589120268e-29,-1.6832591362296451e-16,-3.832052253202761e-33,-6.5877246064197087e-15,0.99999999085350344,3.7723106599635917e-13,3.2082291197895097e-14,2.4170707096328943e-21,5.3767251092075481e-17,4.4061774754126772e-25,-1.5131594390700089e-18,6.3979200756412357e-16,-5.2956480756995343e-20,4.970693309545208e-15,2.7698202737149426e-16,6.511066232587729e-15,-2.375230816142987e-18,6.0369532818149327e-16,8.9165037530137331e-22,-7.6547084232430898e-16,3.8038709388345886e-18,2.0872118309118407e-15,-1.4512883206027911e-16,5.7484714563524125e-17,5.0751171489437851e-17,-2.2930289669111937e-36,1.181483185167405e-15,-4.3547560966135916e-19,-1.7709592177635216e-17,-2.1244824652339055e-16,3.5359066541053646e-20,-8.8448111456452701e-16,-2.2452858798494686e-19,9.8998835569453238e-19,-7.9361591731242349e-18,2.710478532097108e-19,4.9509686277782782e-18,-9.6872838159650171e-25,4.7762488996377665e-12,-1.1827373222773669e-19,2.1786755905173856e-21,-1.0248385319024978e-16,1.3547767105780223e-19,4.136702446243738e-17
0.002553191489361702,1.1789681759651827,115.1999607496704,300.00000056029177,0.651688798707853,7.6538288383924532e-08,2.3928440411383067e-15,6.3041546928743869e-19,1.5650698203449646e-12,3.703709239275593e-22,4.9387780521490868e-11,5.7330299903013984e-17,-2.1993569924954247e-17,8.2462418398015699e-16,1.612445560915536e-29,-1.6780692670959603e-16,-4.3931779738300578e-33,-4.4549549616289562e-15,0.99999992327967846,9.5942321762885039e-12,1.043094308205958e-12,1.9701119095954086e-20,1.9492866917297617e-15,1.5292075951818038e-23,2.891244561416451e-18,8.7807017628108354e-16,-5.2935965037878186e-20,1.5957484254006808e-13,1.5627611646882586e-16,8.6913261363859106e-14,2.612167971340292e-18,2.137470959263384e-14,1.9628974780973257e-20,-2.1108513173704656e-17,2.6147741126646384e-17,2.0872115033002485e-15,-1.4502849989814693e-16,6.0925974443069509e-17,1.3300208971053097e-15,4.7602617958705874e-35,9.498749774183148e-15,2.9156733886427465e-17,-1.6677637308685805e-17,-2.1220043126350485e-16,3.5374033614100341e-20,-4.4334217477478403e-16,-2.127863960559829e-19,9.899850702983983e-19,4.7146070471626851e-17,6.0342458224387117e-19,1.6184338437177064e-16,1.3129795278750707e-23,1.2016118210813156e-10,-1.182737226093872e-19,1.1768515332213797e-19,-9.5167669762567784e-17,1.0969435207150269e-18,4.719260223193862e-17
0.0029787234042553193,1.0727560037337374,134.39995997279649,300.00001200505636,0.6516884757373174,6.0247244840243547e-07,2.9756249983260287e-14,1.0620175218212049e-17,3.651875327951667e-11,6.240240762194916e-21,1.1514578637539659e-09,1.3453755208965008e-15,3.8255695352163956e-16,8.2452352288601182e-16,3.3360272524563613e-31,-1.6720234546728051e-16,1.1823225610189025e-30,4.1475621455651281e-14,0.99999939325219267,2.2713666004895696e-10,3.1606976053083063e-11,5.6449962747939007e-19,6.2085161024516419e-14,4.8822972680848949e-22,1.4316111825142903e-16,8.5421949749334004e-15,-5.2740801019029657e-20,4.7184321193960288e-12,8.4611964550169349e-17,2.5438085582402491e-12,1.6570246034511315e-16,7.0455314517625573e-13,3.8195236900255257e-19,2.6575391418317529e-14,8.2450733122856354e-16,2.0872058888560765e-15,-1.4349218188792075e-16,1.1444890398787131e-16,3.1742003833940884e-14,1.4644042136008445e-32,2.0642219220947112e-13,8.3942952594072373e-16,1.4794349776290962e-17,-2.0634665873290509e-16,3.5635644258703433e-20,1.3875616372943374e-14,1.7439566885592436e-19,9.8992814182391901e-19,1.7220526714292992e-15,1.0710132555089866e-17,4.9325317110996912e-15,4.2022366216169815e-22,2.820237812150745e-09,-1.1827364828272026e-19,4.8637347980606821e-18,2.0640236258067661e-16,3.5558616741173249e-17,2.5663490192037404e-16
0.0034042553191489361,0.9502068774335104,153.60003178464549,300.0002354352161,0.6516858693642145,4.3841340558288553e-06,1.6935157569863716e-13,1.6359290322065632e-16,7.7955925823037349e-10,9.6713774059106903e-20,2.4560730230192609e-08,2.8860225144672401e-14,9.0647570199766765e-15,8.2311221960468718e-16,-7.8487986007039641e-29,-1.6581221965519215e-16,2.0329883152278676e-28,9.9142238785306516e-13,0.99999552394742541,4.918663871053786e-09,8.7509440765434669e-10,1.6235088565547378e-17,1.803451427348187e-12,1.422522503683431e-20,4.2207454554766249e-15,2.3353737530656728e-13,-5.1228028011710087e-20,1.2744668563088892e-10,4.3706219263548649e-17,7.1176934406860592e-11,5.0330178799923436e-15,2.1215870941750087e-11,6.7915943719533587e-18,8.9366553877252348e-13,2.6852359788368345e-14,2.0871300989967007e-15,-1.2194700168120469e-16,8.7673167256641247e-16,6.9232933826106449e-13,1.7960068008477818e-30,4.4665680829115994e-12,2.1099946246312408e-14,8.9097366867754637e-16,-7.9998737688914831e-17,4.0080860101884972e-20,4.38073089193436e-13,1.1719578016576364e-17,9.8904669858207932e-19,4.8214176114400024e-14,2.9125253633779503e-16,1.3735748873075501e-13,1.1204303406824416e-20,6.0554637598135832e-08,-1.1827315287407807e-19,1.8275704232326641e-16,1.1544281840810556e-14,1.1625659404206727e-15,7.1270325040385305e-15
0.003829787234042553,0.81134234019757512,172.80108957101601,300.00412440159408,0.651664101484078,2.8900815783541388e-05,8.1658112963118986e-13,2.2671469153305737e-15,1.4855143212510586e-08,1.5102395647019012e-18,4.6766136570881816e-07,5.5258086140659178e-13,1.7509853974632626e-13,8.0679426295600594e-16,-7.257406804628181e-28,-1.5139558654930725e-16,2.544145728949659e-26,1.8627174913354775e-11,0.99996933376924324,9.5071953440213102e-08,2.1589891219170475e-08,4.1638462275235836e-16,4.6665947831997549e-11,3.6783784447540772e-19,1.0967807900977234e-13,6.1097068593381583e-12,-4.2352455260398579e-20,3.0679119581879505e-09,3.8441428450959635e-17,1.7772616734947656e-09,1.3425189431392199e-13,5.6891910738756531e-10,1.079606005532377e-16,2.6031370882923838e-11,7.8142258047105576e-13,2.0861734966484064e-15,1.4813989592568769e-16,1.0579940310300848e-14,1.347712315832159e-11,1.6610544736596829e-28,8.6584976095536404e-11,4.7213584037710751e-13,2.2596795299479689e-14,2.3498469846112236e-15,9.9643526754791268e-20,1.1617464143040585e-11,3.178427603923629e-16,9.7768125423150643e-19,1.1966017508261836e-12,7.2208438443695488e-15,3.4083454796598347e-12,2.6631619760994663e-19,1.1606050799347079e-06,-1.1827044243800187e-19,6.1091089375506719e-15,3.9039653954778366e-13,3.3930889278101494e-14,2.0753282891239061e-13
