z (m),u (m/s),V (1/s),T (K),rho (kg/m3),H2,H,O,O2,OH,H2O,HO2,CH2,CH2(S),CH3,CH4,CO,CO2,HCO,CH2O,CH2OH,N2
0.007717391304347827,-0.67385138441710501,148.90450960747279,1694.2369391506882,0.19782862199835555,0.0038248493926608482,0.0027226856010439584,0.0034549786639711949,0.064544823752100119,0.0053575141292505441,0.13363508466550536,1.1631972830781144e-05,2.0525931225664317e-09,1.7651059898800545e-10,2.1726867519119733e-08,1.1384453964470014e-07,0.0094559867327783046,0.052628168559930438,1.6787303249260347e-08,3.7101983202807681e-08,6.44882776375585e-11,0.72436408477564274
0.0077717391304347834,-0.65996328939400928,145.77623179567848,1625.4329571945884,0.20690127531640035,0.0029817227517668406,0.00227889003214061,0.0033154872230534414,0.076606494019016896,0.0046064899564084282,0.12596111110234393,1.3921253259308035e-05,2.9444218140605552e-10,2.6660333974540515e-11,3.9772067515172531e-09,2.6707080583308215e-08,0.0072019020474726452,0.047909749175482491,1.0280870702168947e-08,7.5827497292176906e-09,9.153406791230644e-12,0.7291241835608917
0.0078260869565217397,-0.64369604381709344,142.59446444492053,1552.7668709711072,0.21729261862592847,0.0023218388509176767,0.0018470249364063876,0.0030244639512809249,0.088708115709321522,0.0037963016703549254,0.11807431308033095,1.6400712219578082e-05,4.6778947886431268e-11,4.4032930154694609e-12,8.2277512769454955e-10,7.0832436293438686e-09,0.0055214649449843809,0.043032539671155862,7.0850733232934793e-09,1.7505737745887482e-09,1.3958445060280381e-12,0.7336575196787839
0.0078804347826086953,-0.62487824861568708,139.36665392010454,1476.0789445794194,0.2293106106362637,0.0018149072838396433,0.0014465559952009405,0.0026221350804526617,0.10069509779089351,0.002995976258864377,0.10998623193149773,1.9137632943541437e-05,8.3104713663739746e-12,8.0431522815566366e-13,1.9513327952660418e-10,2.1738290327353686e-09,0.0042779185604506637,0.038155435840299269,4.9974209542612393e-09,4.6644064051281419e-10,2.3234528297085588e-13,0.73798659578338688
0.0079347826086956525,-0.60341513449101192,136.10050606261893,1395.3864358081,0.24332819582546544,0.0014377442111141779,0.001089696374139098,0.0021499267584069695,0.11243293429519909,0.0022604918797269982,0.10171330495329005,2.2226597393413692e-05,1.6664284153252179e-12,1.6434060254123849e-13,5.3816325455487644e-11,7.8771767686578986e-10,0.0033601582583555321,0.033401528545089251,3.4913431796643357e-09,1.4668182786789217e-10,4.2982862800943489e-14,0.74213198364585276
0.0079891304347826098,-0.57930503578787995,132.80440866100517,1310.9155680136148,0.2597990384576399,0.0011684731985858411,0.0007838336435592307,0.0016513876625258751,0.1237975916723897,0.0016296467220888017,0.093288355798713182,2.5782142552396877e-05,3.8077064763042363e-13,3.7992087344323132e-14,1.7478710066775618e-11,3.4222558244739218e-10,0.0026792971662444737,0.028863934517352075,2.3672017628355034e-09,5.5718031048507057e-11,9.0394844014779955e-15,0.74611169469293648
0.0080434782608695653,-0.55265901910338633,129.48796817014545,1223.1382926352919,0.27927416440253794,0.00098396903929236917,0.0005327287794462687,0.0011725623227715595,0.13467203935402527,0.0011245520443352243,0.08476752109954476,2.9911166908669874e-05,9.9750989652007217e-14,1.0016594531272386e-14,6.7271820782170532e-12,1.7909868563548307e-10,0.002166315462405356,0.024610052646294713,1.5221819424140383e-09,2.5915001684135725e-11,2.2134252507871899e-15,0.74994034635094098
0.0080978260869565208,-0.52372350165847359,126.16269388065831,1132.8128645539696,0.30241589628486876,0.00086042784475916147,0.00033691276781333676,0.00075829968347066877,0.14495001595427406,0.00074546522543644095,0.07623025498604373,3.4626570429969079e-05,2.9771000150915294e-14,2.9976186071556613e-15,3.0418985020980274e-12,1.1118221957089291e-10,0.0017699478650885024,0.020685360077260313,9.0221793964296025e-10,1.4508350898786947e-11,6.3507531994041557e-16,0.75362868799444016
0.008152173913043478,-0.49290554002167086,122.84286356090128,1041.0244311319209,0.33000043062207723,0.00077605592412905051,0.00019393215767969169,0.00044179376053393743,0.15454612302833648,0.00047514292637722283,0.067771615578175237,3.9646136327775599e-05,9.8425350539352091e-15,9.911494608707593e-16,1.5708704019933447e-12,7.8787368650738981e-11,0.0014540884316322543,0.017117597256144416,4.770428987413219e-10,9.2456512949762824e-12,2.0464999010127328e-16,0.75718400423400622
0.0082065217391304353,-0.46079768376027669,119.54657967612678,949.21160282502228,0.3628923407309524,0.00071380052154711149,9.8611433809260752e-05,0.0002322570593432217,0.1634044751985762,0.00028839455059898305,0.059491647851758422,4.407659513076491e-05,3.4204585487574126e-15,3.4351454239825529e-16,8.8718295634410952e-13,6.0697621686488704e-11,0.0011946002402399459,0.013921327483800781,2.1733616331833111e-10,6.238191173721625e-12,6.6963991813977015e-17,0.7606108087800324
0.0082608695652173908,-0.42818010934729583,116.29691577748923,859.12723881286126,0.40197659813441966,0.00066240380898127302,4.290607653414725e-05,0.00011284114157263569,0.17149520775117999,0.00016283106956906766,0.051489572610130631,4.6189448708008427e-05,1.1635130840496063e-15,1.1593655588531416e-16,5.2120587491888561e-13,4.8736063984639845e-11,0.00097603777600385668,0.011101978416723042,8.2674768113889248e-11,4.2063588437297876e-12,1.9692329182949581e-17,0.76391003176445771
